"California Department of Education
Analysis, Measurement, and Accountability Reporting Division",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
New 05-Sept-2013,,,,,,,,,,,,,,
SAT Data File for 2011–12,,,,,,,,,,,,,,
"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",V_Mean,M_Mean,W_Mean,Tot_Mean,GE1500Ct,Rate1500
19,64733,1939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,410,191,46.59,464,489,455,1408,65,34.03
19,64733,1939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High,369,203,55.01,369,367,365,1101,4,1.97
19,64733,1939479,Los Angeles,Los Angeles Unified,WESM Health/Sports Medicine,272,182,66.91,422,428,426,1277,36,19.78
19,64733,1939784,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney High,129,,,,,,,,
19,64733,1939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,456,233,51.1,397,407,404,1208,26,11.16
19,64733,1939941,Los Angeles,Los Angeles Unified,John F. Kennedy High,522,288,55.17,438,449,440,1328,67,23.26
19,64733,1995448,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,366,309,84.43,465,490,468,1423,115,37.22
19,64733,1995489,Los Angeles,Los Angeles Unified,Los Angeles Unified Alternative Education,362,,,,,,,,
19,64733,1995794,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,71,5,7.04,,,,,,
19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,666,501,75.23,535,552,544,1631,329,65.67
19,64733,1996073,Los Angeles,Los Angeles Unified,Tri-C Community Day,19,,,,,,,,
19,64733,1996115,Los Angeles,Los Angeles Unified,City of Angels,383,35,9.14,455,422,434,1311,10,28.57
19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,50,46,92,412,414,418,1244,5,10.87
19,64733,1996636,Los Angeles,Los Angeles Unified,Community Harvest Charter,40,39,97.5,374,377,392,1143,3,7.69
19,64733,1996651,Los Angeles,Los Angeles Unified,CDS Secondary,45,,,,,,,,
19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,175,91,52,405,405,419,1229,4,4.4
19,64733,6018121,Los Angeles,Los Angeles Unified,Melvin Avenue Elementary,1,,,,,,,,
19,64733,6018865,Los Angeles,Los Angeles Unified,Fred E. Lull Special Education Center,8,,,,,,,,
19,64733,6019475,Los Angeles,Los Angeles Unified,Thirty-Second Street USC Performing Arts,70,57,81.43,425,399,422,1246,9,15.79
19,64733,6019715,Los Angeles,Los Angeles Unified,Vaughn Next Century Learning Center,101,68,67.33,430,431,424,1286,7,10.29
19,64733,6058002,Los Angeles,Los Angeles Unified,Robert Fulton College Preparatory,168,73,43.45,417,396,413,1226,8,10.96
19,64733,6060461,Los Angeles,Los Angeles Unified,Charles Leroy Lowman Special Education Center,74,,,,,,,,
19,64733,6060479,Los Angeles,Los Angeles Unified,C. Morley Sellery Special Education Center,155,,,,,,,,
19,64733,6060495,Los Angeles,Los Angeles Unified,Benjamin Banneker Special Education Center,125,,,,,,,,
19,64733,6060503,Los Angeles,Los Angeles Unified,Ernest P. Willenberg Special Education Center,75,,,,,,,,
19,64733,6060511,Los Angeles,Los Angeles Unified,James J. McBride Special Education Center,45,,,,,,,,
19,64733,6060529,Los Angeles,Los Angeles Unified,Marlton,52,,,,,,,,
19,64733,6060545,Los Angeles,Los Angeles Unified,Alphonso B. Perez Special Education Center,127,,,,,,,,
19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,150,139,92.67,431,461,438,1329,36,25.9
19,64733,6069157,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,36,,,,,,,,
19,64733,6119945,Los Angeles,Los Angeles Unified,Magnolia Science Academy,39,37,94.87,405,448,418,1271,4,10.81
19,64774,0109538,Los Angeles,Lynwood Unified,Marco Antonio Firebaugh High,458,215,46.94,423,448,434,1305,41,19.07
19,64774,0114777,Los Angeles,Lynwood Unified,Pathway Independent Study,71,,,,,,,,
19,64774,1935428,Los Angeles,Lynwood Unified,Vista High (Continuation),132,,,,,,,,
19,64774,1935436,Los Angeles,Lynwood Unified,Lynwood High,608,203,33.39,399,401,407,1207,22,10.84
19,64790,0120451,Los Angeles,Monrovia Unified,Quest Academy Community Day,4,,,,,,,,
19,64790,1935899,Los Angeles,Monrovia Unified,Canyon Oaks High,96,22,22.92,445,413,398,1256,2,9.09
19,64790,1935923,Los Angeles,Monrovia Unified,Monrovia High,397,224,56.42,478,489,467,1434,88,39.29
19,64790,1996404,Los Angeles,Monrovia Unified,Mountain Park,28,11,39.29,474,427,444,1345,3,27.27
19,64808,1930155,Los Angeles,Montebello Unified,Schurr High,830,279,33.61,474,500,471,1445,109,39.07
19,64808,1930825,Los Angeles,Montebello Unified,Bell Gardens High,853,247,28.96,415,436,428,1278,42,17
19,64808,1935998,Los Angeles,Montebello Unified,Montebello High,837,236,28.2,420,454,426,1300,40,16.95
19,64808,1938927,Los Angeles,Montebello Unified,Vail High (Continuation),272,,,,,,,,
19,64808,1996388,Los Angeles,Montebello Unified,Montebello Community Day,55,,,,,,,,
19,64840,0124974,Los Angeles,Norwalk-La Mirada Unified,Performance Learning Center - CDS,7,,,,,,,,
19,64840,1933647,Los Angeles,Norwalk-La Mirada Unified,John H. Glenn High,468,98,20.94,441,466,441,1348,28,28.57
19,64840,1934728,Los Angeles,Norwalk-La Mirada Unified,La Mirada High,476,183,38.45,492,504,499,1495,83,45.36
19,64840,1936467,Los Angeles,Norwalk-La Mirada Unified,Norwalk High,505,197,39.01,438,443,433,1314,44,22.34
19,64840,1936475,Los Angeles,Norwalk-La Mirada Unified,El Camino High (Continuation),269,,,,,,,,
19,64857,0112714,Los Angeles,Palmdale Elementary,Antelope Valley Learning Academy,67,,,,,,,,
19,64857,6021174,Los Angeles,Palmdale Elementary,Mesa Intermediate,1,,,,,,,,
19,64865,1933308,Los Angeles,Palos Verdes Peninsula Unified,Rancho del Mar High (Continuation),34,3,8.82,,,,,,
19,64865,1995588,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,640,528,82.5,579,632,600,1810,444,84.09
19,64865,1996552,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes High,366,318,86.89,569,596,585,1751,265,83.33
19,64873,0120378,Los Angeles,Paramount Unified,Paramount Alternative Education Center,67,,,,,,,,
19,64873,1936749,Los Angeles,Paramount Unified,Paramount High,1108,345,31.14,413,438,418,1269,51,14.78
19,64873,1936756,Los Angeles,Paramount Unified,Buena Vista High,149,,,,,,,,
19,64873,1996107,Los Angeles,Paramount Unified,Paramount Unified Community Day,6,,,,,,,,
19,64881,0113464,Los Angeles,Pasadena Unified,Aveson Global Leadership Academy,7,3,42.86,,,,,,
19,64881,0117440,Los Angeles,Pasadena Unified,CIS Academy,173,2,1.16,,,,,,
19,64881,0118075,Los Angeles,Pasadena Unified,Learning Works,260,2,0.77,,,,,,
19,64881,1931062,Los Angeles,Pasadena Unified,Blair High,174,83,47.7,454,472,440,1366,24,28.92
19,64881,1931674,Los Angeles,Pasadena Unified,Marshall Fundamental,236,170,72.03,483,492,483,1459,75,44.12
19,64881,1936103,Los Angeles,Pasadena Unified,John Muir High,219,115,52.51,382,395,383,1161,5,4.35
19,64881,1936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),168,5,2.98,,,,,,
19,64881,1936822,Los Angeles,Pasadena Unified,Pasadena High,454,249,54.85,469,476,464,1409,75,30.12
19,64881,6021711,Los Angeles,Pasadena Unified,Roosevelt,2,,,,,,,,
19,64907,0115170,Los Angeles,Pomona Unified,School of Extended Educational Options,123,,,,,,,,
19,64907,1933175,Los Angeles,Pomona Unified,Ganesha High,276,134,48.55,410,444,417,1271,17,12.69
19,64907,1933324,Los Angeles,Pomona Unified,Garey Senior High,380,139,36.58,406,420,408,1234,11,7.91
19,64907,1936772,Los Angeles,Pomona Unified,Park West High (Continuation),124,,,,,,,,
19,64907,1937028,Los Angeles,Pomona Unified,Pomona Senior High,352,190,53.98,406,423,418,1247,21,11.05
19,64907,1995901,Los Angeles,Pomona Unified,Diamond Ranch High,449,315,70.16,484,505,493,1483,146,46.35
19,64907,1996495,Los Angeles,Pomona Unified,Village Academy High School at Indian Hill,115,66,57.39,411,432,421,1264,12,18.18
19,64964,1937754,Los Angeles,San Marino Unified,San Marino High,268,227,84.7,600,647,614,1861,200,88.11
19,64980,1933373,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),72,,,,,,,,
19,64980,1938000,Los Angeles,Santa Monica-Malibu Unified,Santa Monica High,737,437,59.29,536,552,545,1633,283,64.76
19,64980,1995737,Los Angeles,Santa Monica-Malibu Unified,Malibu High,183,128,69.95,554,545,556,1655,91,71.09
19,65029,1938455,Los Angeles,South Pasadena Unified,South Pasadena Senior High,378,280,74.07,569,617,587,1773,224,80
19,65052,1938679,Los Angeles,Temple City Unified,Temple City High,491,346,70.47,544,594,557,1695,248,71.68
19,65052,1995745,Los Angeles,Temple City Unified,Dr. Doug Sears Learning Center,34,,,,,,,,
19,65052,1995976,Los Angeles,Temple City Unified,Temple City Alternative,5,,,,,,,,
19,65060,0110320,Los Angeles,Torrance Unified,Gene Drevno Community Day,4,,,,,,,,
19,65060,1936277,Los Angeles,Torrance Unified,North High,522,254,48.66,485,534,487,1506,125,49.21
19,65060,1938083,Los Angeles,Torrance Unified,Shery (Kurt T.) High (Continuation),128,,,,,,,,
19,65060,1938356,Los Angeles,Torrance Unified,South High,503,335,66.6,534,584,539,1657,232,69.25
19,65060,1938752,Los Angeles,Torrance Unified,Torrance High,514,282,54.86,497,540,505,1542,156,55.32
19,65060,1939602,Los Angeles,Torrance Unified,West High,528,345,65.34,534,604,554,1692,260,75.36
19,65094,0112706,Los Angeles,West Covina Unified,California Virtual Academy @ Los Angeles,239,59,24.69,532,488,516,1536,36,61.02
19,65094,0125393,Los Angeles,West Covina Unified,California Virtual Academy @ Los Angeles High,1,,,,,,,,
19,65094,1938513,Los Angeles,West Covina Unified,Coronado High (Continuation),146,,,,,,,,
19,65094,1939537,Los Angeles,West Covina Unified,West Covina High,658,302,45.9,484,503,474,1460,125,41.39
19,65128,1930338,Los Angeles,Whittier Union High,Frontier High (Continuation),371,1,0.27,,,,,,
19,65128,1931302,Los Angeles,Whittier Union High,California High,676,306,45.27,462,470,449,1381,85,27.78
19,65128,1934868,Los Angeles,Whittier Union High,La Serna High,601,312,51.91,496,502,488,1486,143,45.83
19,65128,1936889,Los Angeles,Whittier Union High,Pioneer High,335,169,50.45,403,446,412,1261,19,11.24
19,65128,1937903,Los Angeles,Whittier Union High,Santa Fe High,645,304,47.13,449,457,447,1353,72,23.68
19,65128,1939701,Los Angeles,Whittier Union High,Whittier High,515,244,47.38,442,457,436,1335,59,24.18
19,65128,1995653,Los Angeles,Whittier Union High,Sierra Vista High (Alternative),224,5,2.23,,,,,,
19,65136,0102459,Los Angeles,William S. Hart Union High,Golden Valley High,500,225,45,494,512,493,1499,111,49.33
19,65136,0102475,Los Angeles,William S. Hart Union High,West Ranch High,638,411,64.42,528,552,533,1613,269,65.45
19,65136,0112359,Los Angeles,William S. Hart Union High,Sequoia Charter,13,,,,,,,,
19,65136,0114439,Los Angeles,William S. Hart Union High,Mission View Public,182,1,0.55,,,,,,
19,65136,1931492,Los Angeles,William S. Hart Union High,Canyon High,555,289,52.07,504,519,501,1525,158,54.67
19,65136,1931740,Los Angeles,William S. Hart Union High,Saugus High,536,289,53.92,523,533,519,1576,180,62.28
19,65136,1932532,Los Angeles,William S. Hart Union High,Learning Post High (Alternative),31,4,12.9,,,,,,
19,65136,1933902,Los Angeles,William S. Hart Union High,William S. Hart Senior High,499,271,54.31,533,547,535,1615,177,65.31
19,65136,1934421,Los Angeles,William S. Hart Union High,Bowman (Jereann) High (Continuation),411,2,0.49,,,,,,
19,65136,1995802,Los Angeles,William S. Hart Union High,Valencia High,778,429,55.14,532,551,536,1619,279,65.03
19,65136,1996263,Los Angeles,William S. Hart Union High,Opportunities for Learning - Santa Clarita,485,9,1.86,,,,,,
19,65136,1996321,Los Angeles,William S. Hart Union High,Academy of the Canyons,109,71,65.14,565,564,546,1675,52,73.24
19,65169,0119016,Los Angeles,Wiseburn Elementary,Da Vinci Science,46,44,95.65,470,460,461,1390,12,27.27
19,73437,1931567,Los Angeles,Compton Unified,Centennial High,266,77,28.95,385,380,394,1159,6,7.79
19,73437,1931963,Los Angeles,Compton Unified,Compton High,507,146,28.8,400,394,411,1204,16,10.96
19,73437,1932326,Los Angeles,Compton Unified,Dominguez High,451,131,29.05,397,402,399,1198,6,4.58
19,73437,1995695,Los Angeles,Compton Unified,Cesar Chavez Continuation High,253,,,,,,,,
19,73437,1995703,Los Angeles,Compton Unified,Harriet Tubman High,1,,,,,,,,
19,73437,1996040,Los Angeles,Compton Unified,Compton Community Day High,3,,,,,,,,
19,73437,1996057,Los Angeles,Compton Unified,Thurgood Marshall,16,1,6.25,,,,,,
19,73445,0125351,Los Angeles,Hacienda la Puente Unified,Palm Canyon,10,,,,,,,,
19,73445,1933316,Los Angeles,Hacienda la Puente Unified,Puente Hills High,62,,,,,,,,
19,73445,1934801,Los Angeles,Hacienda la Puente Unified,La Puente High,360,129,35.83,418,432,415,1265,16,12.4
19,73445,1935246,Los Angeles,Hacienda la Puente Unified,Los Altos High,557,285,51.17,459,489,468,1417,101,35.44
19,73445,1938935,Los Angeles,Hacienda la Puente Unified,Valley Alternative High (Continuation),80,,,,,,,,
19,73445,1939834,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,449,245,54.57,520,570,526,1616,150,61.22
19,73445,1939925,Los Angeles,Hacienda la Puente Unified,William Workman High,267,103,38.58,420,438,420,1277,17,16.5
19,73445,1996560,Los Angeles,Hacienda la Puente Unified,Valley Community Day,4,,,,,,,,
19,73452,0111070,Los Angeles,Rowland Unified,Rowland Assistive Technology Academy,1,,,,,,,,
19,73452,0120600,Los Angeles,Rowland Unified,iQ Academy California-Los Angeles,12,1,8.33,,,,,,
19,73452,1930106,Los Angeles,Rowland Unified,Santana High (Continuation),191,,,,,,,,
19,73452,1936228,Los Angeles,Rowland Unified,Nogales High,502,200,39.84,436,454,440,1330,43,21.5
19,73452,1937564,Los Angeles,Rowland Unified,John A. Rowland High,577,294,50.95,519,592,531,1643,202,68.71
19,73452,1995943,Los Angeles,Rowland Unified,Rowland Unified Community Day,1,,,,,,,,
19,73460,1932862,Los Angeles,Walnut Valley Unified,Diamond Bar High,767,625,81.49,549,621,572,1742,488,78.08
19,73460,1937747,Los Angeles,Walnut Valley Unified,Ron Hockwalt Academies (Continuation),24,,,,,,,,
19,73460,1939149,Los Angeles,Walnut Valley Unified,Walnut High,737,550,74.63,553,602,562,1717,412,74.91
19,75291,1995810,Los Angeles,San Gabriel Unified,Gabrielino High,427,279,65.34,508,553,518,1579,170,60.93
19,75291,1996016,Los Angeles,San Gabriel Unified,Options for Youth San Gabriel,287,9,3.14,,,,,,
19,75291,1996081,Los Angeles,San Gabriel Unified,Del Mar High,54,,,,,,,,
19,75309,1995786,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,138,38,27.54,510,493,497,1500,22,57.89
19,75333,1935808,Los Angeles,Manhattan Beach Unified,Mira Costa High,584,458,78.42,569,604,584,1757,379,82.75
19,75341,0116285,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,3,,,,,,,,
19,75341,1937143,Los Angeles,Redondo Beach Unified,Redondo Union High,619,344,55.57,522,547,518,1587,199,57.85
19,75341,1995752,Los Angeles,Redondo Beach Unified,Redondo Shores High (Continuation),55,,,,,,,,
19,75697,1996693,Los Angeles,SBE - The School of Arts and Enterprise,School of Arts and Enterprise,105,48,45.71,424,405,419,1248,8,16.67
19,75713,1930122,Los Angeles,Alhambra Unified,Century High,153,,,,,,,,
19,75713,1930163,Los Angeles,Alhambra Unified,Alhambra High,736,417,56.66,486,549,484,1519,206,49.4
19,75713,1934553,Los Angeles,Alhambra Unified,Mark Keppel High,573,331,57.77,504,598,508,1610,216,65.26
19,75713,1937697,Los Angeles,Alhambra Unified,San Gabriel High,558,288,51.61,483,561,475,1520,150,52.08
19,75713,1995430,Los Angeles,Alhambra Unified,Independence High (Alternative),44,,,,,,,,
19,76497,0115725,Los Angeles,SBE - Lifeline Education Charter,Lifeline Education Charter,37,17,45.95,358,361,352,1071,1,5.88
20,10207,0117184,Madera,Madera County Office of Education,Madera County Independent Academy,100,,,,,,,,
20,10207,2030054,Madera,Madera County Office of Education,Enterprise Secondary,8,,,,,,,,
20,10207,2030153,Madera,Madera County Office of Education,Juvenile Hall (Endeavor/Voyager Secondary),14,,,,,,,,
20,10207,2030187,Madera,Madera County Office of Education,Discovery Secondary,1,,,,,,,,
20,10207,2030229,Madera,Madera County Office of Education,Pioneer Technical Center,94,,,,,,,,
20,10207,6077200,Madera,Madera County Office of Education,Gould Educational Center,78,,,,,,,,
20,65201,2030047,Madera,Chowchilla Union High,Gateway High (Continuation),5,,,,,,,,
20,65201,2032357,Madera,Chowchilla Union High,Chowchilla High,237,69,29.11,446,468,447,1361,19,27.54
20,65243,0110965,Madera,Madera Unified,Madera South High,567,154,27.16,425,427,425,1276,24,15.58
20,65243,0118950,Madera,Madera Unified,Sherman Thomas Charter High,9,,,,,,,,
20,65243,0123414,Madera,Madera Unified,Mountain Vista Educational Center,13,,,,,,,,
20,65243,0123620,Madera,Madera Unified,Eastin-Arcola High,98,,,,,,,,
20,65243,2035640,Madera,Madera Unified,Furman (Duane E.) High (Independent Study Program),97,,,,,,,,
20,65243,2035707,Madera,Madera Unified,Madera High,450,171,38,440,461,437,1338,40,23.39
20,75580,0110395,Madera,Golden Valley Unified School District,Lincoln Community Day,1,,,,,,,,
20,75580,0110403,Madera,Golden Valley Unified School District,Valley Teen Ranch Community Day,2,,,,,,,,
20,75580,0111443,Madera,Golden Valley Unified School District,Centennial Independent Study,8,,,,,,,,
20,75580,0123315,Madera,Golden Valley Unified School District,Children's Hospital of Central California,2,,,,,,,,
20,75580,2030161,Madera,Golden Valley Unified School District,Independence Continuation High,11,1,9.09,,,,,,
20,75580,2030203,Madera,Golden Valley Unified School District,Liberty High,119,63,52.94,480,480,481,1441,23,36.51
20,75606,0100180,Madera,Chawanakee Unified,Mountain Oaks High,3,,,,,,,,
20,75606,0117010,Madera,Chawanakee Unified,Minarets High,57,27,47.37,485,469,464,1418,11,40.74
20,75606,0125021,Madera,Chawanakee Unified,Minarets Charter High,11,,,,,,,,
20,75606,6114862,Madera,Chawanakee Unified,Chawanakee Academy,20,4,20,,,,,,
20,76414,0115550,Madera,Yosemite Unified,Yosemite Falls Education Center,7,,,,,,,,
20,76414,2030013,Madera,Yosemite Unified,Yosemite High,243,90,37.04,509,526,494,1530,51,56.67
20,76414,2030039,Madera,Yosemite Unified,Ahwahnee High,11,,,,,,,,
20,76414,2030088,Madera,Yosemite Unified,Foothill High (Alternative),6,,,,,,,,
20,76414,2030104,Madera,Yosemite Unified,Evergreen High,20,,,,,,,,
20,76414,2030237,Madera,Yosemite Unified,Glacier High School Charter,23,8,34.78,,,,,,
21,10215,0113183,Marin,Marin County Office of Education,Marin County Juvenile Court,3,,,,,,,,
21,10215,2130037,Marin,Marin County Office of Education,Marin County Community,20,,,,,,,,
21,10215,2130102,Marin,Marin County Office of Education,Phoenix Academy,2,,,,,,,,
21,10215,6069504,Marin,Marin County Office of Education,Marin County Special Education,10,,,,,,,,
21,65417,0123018,Marin,Novato Unified,San Marin High School-Plus,21,,,,,,,,
21,65417,2130045,Marin,Novato Unified,Nova Education Center,30,4,13.33,,,,,,
21,65417,2132264,Marin,Novato Unified,Marin Oaks High,31,,,,,,,,
21,65417,2132272,Marin,Novato Unified,Novato High,309,184,59.55,537,542,535,1614,116,63.04
21,65417,2133056,Marin,Novato Unified,San Marin High,189,121,64.02,519,547,540,1606,70,57.85
21,65466,2133254,Marin,San Rafael City High,Madrone High Continuation,23,,,,,,,,
21,65466,2133262,Marin,San Rafael City High,San Rafael High,187,97,51.87,518,524,516,1558,52,53.61
21,65466,2134005,Marin,San Rafael City High,Terra Linda High,254,149,58.66,552,553,559,1664,108,72.48
21,65482,2130078,Marin,Tamalpais Union High,Tamiscal High (Alternative),24,17,70.83,567,566,549,1683,14,82.35
21,65482,2131340,Marin,Tamalpais Union High,Sir Francis Drake High,242,176,72.73,568,561,570,1699,146,82.95
21,65482,2132587,Marin,Tamalpais Union High,Redwood High,326,251,76.99,578,600,583,1762,217,86.45
21,65482,2133692,Marin,Tamalpais Union High,Tamalpais High,303,242,79.87,568,579,576,1722,198,81.82
